hip_hop_rnb,word,n,genre,tf,idf,tf_idf
1,you,6456,RnB / Hip Hop,0.04945534770418716,0,0
1,i,5297,RnB / Hip Hop,0.04057697905654885,0,0
1,the,3454,RnB / Hip Hop,0.026458917436533835,0,0
1,me,2913,RnB / Hip Hop,0.022314657351656938,0,0
1,to,2587,RnB / Hip Hop,0.01981737678295108,0,0
0,the,2546,Rock / Country,0.03746652147040645,0,0
1,and,2486,RnB / Hip Hop,0.019043679428842823,0,0
1,it,2447,RnB / Hip Hop,0.018744925004979242,0,0
0,i,2375,Rock / Country,0.034950113311946314,0,0
0,you,2371,Rock / Country,0.034891249963210406,0,0
1,my,2189,RnB / Hip Hop,0.016768549585573993,0,0
1,a,1943,RnB / Hip Hop,0.014884098604280615,0,0
1,oh,1701,RnB / Hip Hop,0.013030289102357862,0,0
1,that,1524,RnB / Hip Hop,0.01167440364020775,0,0
1,baby,1521,RnB / Hip Hop,0.011651422530679781,0,0
0,to,1512,Rock / Country,0.022250345822173823,0,0
1,yeah,1412,RnB / Hip Hop,0.010816442217830277,0,0
0,and,1394,Rock / Country,0.02051387703446449,0,0
1,i'm,1370,RnB / Hip Hop,0.010494706684438724,0,0
1,on,1308,RnB / Hip Hop,0.010019763754194052,0,0
1,love,1289,RnB / Hip Hop,0.00987421672718359,0,0
0,a,1254,Rock / Country,0.018453659828707655,0,0
0,me,1212,Rock / Country,0.017835594666980606,0,0
1,in,1144,RnB / Hip Hop,0.008763463099998469,0,0
1,your,1135,RnB / Hip Hop,0.008694519771414564,0,0
1,know,1078,RnB / Hip Hop,0.008257878690383172,0,0
1,be,1076,RnB / Hip Hop,0.00824255795069786,0,0
1,don't,991,RnB / Hip Hop,0.007591426514072099,0,0
0,it,958,Rock / Country,0.014097772022250345,0,0
1,so,936,RnB / Hip Hop,0.007170106172726019,0,0
1,all,896,RnB / Hip Hop,0.006863691379019779,0,0
1,like,890,RnB / Hip Hop,0.006817729159963843,0,0
1,do,882,RnB / Hip Hop,0.006756446201222595,0,0
1,no,882,RnB / Hip Hop,0.006756446201222595,0,0
1,we,857,RnB / Hip Hop,0.006564936955156195,0,0
0,in,839,Rock / Country,0.012346587397357035,0,0
0,i'm,829,Rock / Country,0.012199429025517261,0,0
1,for,797,RnB / Hip Hop,0.006105314764596834,0,0
1,is,792,RnB / Hip Hop,0.006067012915383555,0,0
0,my,783,Rock / Country,0.011522500515054301,0,0
1,of,779,RnB / Hip Hop,0.005967428107429027,0,0
1,what,766,RnB / Hip Hop,0.005867843299474498,0,0
1,it's,763,RnB / Hip Hop,0.005844862189946531,0,0
1,with,756,RnB / Hip Hop,0.005791239601047939,0,0
1,just,752,RnB / Hip Hop,0.0057605981216773145,0,0
0,your,739,Rock / Country,0.010875003678959296,0,0
1,this,677,RnB / Hip Hop,0.005186070383478114,0,0
0,of,648,Rock / Country,0.009535862495217352,0,0
1,when,646,RnB / Hip Hop,0.004948598918355778,0,0
1,got,645,RnB / Hip Hop,0.004940938548513122,0,0
1,get,628,RnB / Hip Hop,0.0048107122611879705,0,0
1,can,623,RnB / Hip Hop,0.00477241041197469,0,0
0,on,615,Rock / Country,0.009050239868146098,0,0
1,now,611,RnB / Hip Hop,0.004680485973862818,0,0
0,that,608,Rock / Country,0.008947229007858257,0,0
1,girl,596,RnB / Hip Hop,0.004565580426222978,0,0
1,wanna,592,RnB / Hip Hop,0.004534938946852354,0,0
1,but,585,RnB / Hip Hop,0.004481316357953762,0,0
1,you're,575,RnB / Hip Hop,0.004404712659527202,0,0
1,go,573,RnB / Hip Hop,0.00438939191984189,0,0
1,up,567,RnB / Hip Hop,0.004343429700785954,0,0
0,all,558,Rock / Country,0.008211437148659387,0,0
1,let,556,RnB / Hip Hop,0.004259165632516738,0,0
1,ooh,544,RnB / Hip Hop,0.004167241194404866,0,0
1,if,534,RnB / Hip Hop,0.0040906374959783056,0,0
1,can't,529,RnB / Hip Hop,0.004052335646765026,0,0
0,we,522,Rock / Country,0.007681667010036201,0,0
0,be,516,Rock / Country,0.007593371986932337,0,0
0,oh,506,Rock / Country,0.007446213615092563,0,0
1,come,501,RnB / Hip Hop,0.0038378452911706578,0,0
1,make,499,RnB / Hip Hop,0.0038225245514853456,0,0
1,see,489,RnB / Hip Hop,0.0037459208530587857,0,0
0,so,472,Rock / Country,0.006945875150837331,0,0
1,time,454,RnB / Hip Hop,0.0034778079085658257,0,0
1,want,449,RnB / Hip Hop,0.0034395060593525456,0,0
0,for,444,Rock / Country,0.006533831709685964,0,0
0,is,443,Rock / Country,0.006519115872501986,0,0
1,one,442,RnB / Hip Hop,0.0033858834704539537,0,0
1,never,439,RnB / Hip Hop,0.0033629023609259854,0,0
0,up,438,Rock / Country,0.006445536686582099,0,0
1,down,437,RnB / Hip Hop,0.0033475816212406736,0,0
0,just,433,Rock / Country,0.006371957500662212,0,0
1,way,433,RnB / Hip Hop,0.0033169401418700496,0,0
0,this,427,Rock / Country,0.0062836624775583485,0,0
1,cause,425,RnB / Hip Hop,0.0032556571831288015,0,0
1,say,422,RnB / Hip Hop,0.0032326760736008336,0,0
0,like,410,Rock / Country,0.006033493245430732,0,0
1,feel,406,RnB / Hip Hop,0.0031101101561183376,0,0
1,out,406,RnB / Hip Hop,0.0031101101561183376,0,0
1,give,393,RnB / Hip Hop,0.0030105253481638094,0,0
0,it's,385,Rock / Country,0.005665597315831297,0,0
1,back,384,RnB / Hip Hop,0.0029415820195799053,0,0
0,but,373,Rock / Country,0.005489007269623569,0,0
0,when,367,Rock / Country,0.005400712246519704,0,0
0,never,362,Rock / Country,0.005327133060599817,0,0
1,not,359,RnB / Hip Hop,0.002750072773513505,0,0
0,know,358,Rock / Country,0.005268269711863908,0,0
0,don't,351,Rock / Country,0.0051652588515760664,0,0
0,you're,347,Rock / Country,0.005106395502840156,0,0
0,yeah,341,Rock / Country,0.0050181004797362925,0,0
1,right,341,RnB / Hip Hop,0.0026121861163456972,0,0
1,need,338,RnB / Hip Hop,0.0025892050068177293,0,0
1,was,335,RnB / Hip Hop,0.002566223897289761,0,0
0,no,331,Rock / Country,0.004870942107896519,0,0
0,what,327,Rock / Country,0.0048120787591606085,0,0
1,ain't,327,RnB / Hip Hop,0.002504940938548513,0,0
1,about,326,RnB / Hip Hop,0.0024972805687058573,0,0
0,with,322,Rock / Country,0.004738499573240722,0,0
0,not,320,Rock / Country,0.004709067898872767,0,0
1,gotta,318,RnB / Hip Hop,0.0024359976099646093,0,0
1,uh,313,RnB / Hip Hop,0.002397695760751329,0,0
0,down,312,Rock / Country,0.004591341201400948,0,0
0,if,307,Rock / Country,0.004517762015481061,0,0
1,they,307,RnB / Hip Hop,0.002351733541695393,0,0
0,get,305,Rock / Country,0.004488330341113106,0,0
1,she,304,RnB / Hip Hop,0.002328752432167425,0,0
1,more,303,RnB / Hip Hop,0.002321092062324769,0,0
1,hey,300,RnB / Hip Hop,0.002298110952796801,0,0
0,can,299,Rock / Country,0.004400035318009241,0,0
1,why,298,RnB / Hip Hop,0.002282790213111489,0,0
0,do,295,Rock / Country,0.004341171969273332,0,0
1,that's,295,RnB / Hip Hop,0.002259809103583521,0,0
1,how,294,RnB / Hip Hop,0.002252148733740865,0,0
1,tell,294,RnB / Hip Hop,0.002252148733740865,0,0
1,take,292,RnB / Hip Hop,0.002236827994055553,0,0
1,at,290,RnB / Hip Hop,0.002221507254370241,0,0
1,from,289,RnB / Hip Hop,0.002213846884527585,0,0
1,have,289,RnB / Hip Hop,0.002213846884527585,0,0
1,will,289,RnB / Hip Hop,0.002213846884527585,0,0
0,out,285,Rock / Country,0.004194013597433558,0,0
1,doo,285,RnB / Hip Hop,0.002183205405156961,0.6931471805599453,0.0015132826711677805
0,love,282,Rock / Country,0.004149866085881626,0,0
1,gonna,282,RnB / Hip Hop,0.002160224295628993,0,0
1,i'll,277,RnB / Hip Hop,0.002121922446415713,0,0
0,one,276,Rock / Country,0.004061571062777761,0,0
1,been,274,RnB / Hip Hop,0.002098941336887745,0,0
0,now,270,Rock / Country,0.003973276039673897,0,0
0,take,269,Rock / Country,0.00395856020248992,0,0
1,real,265,RnB / Hip Hop,0.002029998008303841,0,0
1,could,262,RnB / Hip Hop,0.002007016898775873,0,0
1,man,261,RnB / Hip Hop,0.001999356528933217,0,0
0,cause,259,Rock / Country,0.0038114018306501457,0,0
1,there,259,RnB / Hip Hop,0.0019840357892479048,0,0
0,time,258,Rock / Country,0.0037966859934661684,0,0
0,right,255,Rock / Country,0.003752538481914236,0,0
0,way,254,Rock / Country,0.003737822644730259,0,0
0,say,252,Rock / Country,0.0037083909703623037,0,0
0,will,243,Rock / Country,0.003575948435706507,0,0
1,here,243,RnB / Hip Hop,0.001861469871765409,0,0
0,are,241,Rock / Country,0.0035465167613385525,0,0
0,away,236,Rock / Country,0.0034729375754186656,0,0
1,are,227,RnB / Hip Hop,0.0017389039542829129,0,0
0,go,222,Rock / Country,0.003266915854842982,0,0
1,good,219,RnB / Hip Hop,0.0016776209955416648,0,0
0,wanna,218,Rock / Country,0.0032080525061070723,0,0
0,got,217,Rock / Country,0.003193336668923095,0,0
1,night,216,RnB / Hip Hop,0.0016546398860136967,0,0
1,boy,210,RnB / Hip Hop,0.0016086776669577607,0,0
1,off,209,RnB / Hip Hop,0.0016010172971151048,0,0
1,think,209,RnB / Hip Hop,0.0016010172971151048,0,0
0,make,203,Rock / Country,0.0029873149483474115,0,0
0,been,202,Rock / Country,0.002972599111163434,0,0
1,day,202,RnB / Hip Hop,0.0015473947082165127,0,0
0,gonna,199,Rock / Country,0.002928451599611502,0,0
0,was,199,Rock / Country,0.002928451599611502,0,0
1,said,198,RnB / Hip Hop,0.0015167532288458887,0,0
0,i've,197,Rock / Country,0.0028990199252435472,0,0
0,can't,196,Rock / Country,0.00288430408805957,0,0
1,i've,195,RnB / Hip Hop,0.0014937721193179208,0,0
0,here,190,Rock / Country,0.0027960090649557052,0,0
1,around,189,RnB / Hip Hop,0.0014478099002619847,0,0
1,ever,189,RnB / Hip Hop,0.0014478099002619847,0,0
0,again,186,Rock / Country,0.0027371457162197956,0,0
1,heart,186,RnB / Hip Hop,0.0014248287907340166,0,0
1,keep,182,RnB / Hip Hop,0.0013941873113633926,0,0
0,ain't,181,Rock / Country,0.0026635665302999086,0,0
1,every,181,RnB / Hip Hop,0.0013865269415207367,0,0
1,na,181,RnB / Hip Hop,0.0013865269415207367,0,0
0,see,180,Rock / Country,0.0026488506931159313,0,0
1,over,179,RnB / Hip Hop,0.0013712062018354247,0,0
0,feel,178,Rock / Country,0.0026194190187479767,0,0
0,every,177,Rock / Country,0.0026047031815639994,0,0
0,as,176,Rock / Country,0.0025899873443800217,0,0
1,he,176,RnB / Hip Hop,0.0013482250923074566,0,0
1,us,176,RnB / Hip Hop,0.0013482250923074566,0,0
1,body,174,RnB / Hip Hop,0.0013329043526221446,0,0
1,life,174,RnB / Hip Hop,0.0013329043526221446,0,0
0,i'll,173,Rock / Country,0.0025458398328280897,0,0
0,she,173,Rock / Country,0.0025458398328280897,0,0
1,had,173,RnB / Hip Hop,0.0013252439827794887,0,0
0,from,172,Rock / Country,0.002531123995644112,0,0
1,little,172,RnB / Hip Hop,0.0013175836129368326,0,0
0,need,171,Rock / Country,0.0025164081584601347,0,0
1,only,171,RnB / Hip Hop,0.0013099232430941767,0,0
1,as,169,RnB / Hip Hop,0.0012946025034088647,0,0
1,won't,168,RnB / Hip Hop,0.0012869421335662086,0,0
0,her,165,Rock / Country,0.0024281131353562704,0,0
1,then,165,RnB / Hip Hop,0.0012639610240382407,0,0
0,life,164,Rock / Country,0.002413397298172293,0,0
1,hot,164,RnB / Hip Hop,0.0012563006541955845,0,0
0,let,163,Rock / Country,0.002398681460988316,0,0
1,who,163,RnB / Hip Hop,0.0012486402843529287,0,0
1,look,162,RnB / Hip Hop,0.0012409799145102725,0,0
0,there,161,Rock / Country,0.002369249786620361,0,0
0,back,160,Rock / Country,0.0023545339494363835,0,0
0,world,157,Rock / Country,0.002310386437884451,0,0
1,always,157,RnB / Hip Hop,0.0012026780652969926,0,0
1,call,155,RnB / Hip Hop,0.0011873573256116806,0,0
1,her,154,RnB / Hip Hop,0.0011796969557690245,0,0
1,let's,154,RnB / Hip Hop,0.0011796969557690245,0,0
0,they,153,Rock / Country,0.0022515230891485415,0,0
0,want,152,Rock / Country,0.002236807251964564,0,0
1,everything,152,RnB / Hip Hop,0.0011643762160837125,0,0
1,by,151,RnB / Hip Hop,0.0011567158462410566,0,0
1,even,151,RnB / Hip Hop,0.0011567158462410566,0,0
1,hold,150,RnB / Hip Hop,0.0011490554763984005,0,0
1,really,150,RnB / Hip Hop,0.0011490554763984005,0,0
1,stop,150,RnB / Hip Hop,0.0011490554763984005,0,0
1,some,149,RnB / Hip Hop,0.0011413951065557446,0,0
1,giving,148,RnB / Hip Hop,0.0011337347367130885,0,0
0,baby,145,Rock / Country,0.0021337963916767226,0,0
0,too,145,Rock / Country,0.0021337963916767226,0,0
1,name,141,RnB / Hip Hop,0.0010801121478144966,0,0
1,thing,141,RnB / Hip Hop,0.0010801121478144966,0,0
0,eyes,140,Rock / Country,0.0020602172057568357,0,0
1,something,140,RnB / Hip Hop,0.0010724517779718405,0,0
1,ah,139,RnB / Hip Hop,0.0010647914081291846,0,0
1,better,139,RnB / Hip Hop,0.0010647914081291846,0,0
1,through,139,RnB / Hip Hop,0.0010647914081291846,0,0
1,away,138,RnB / Hip Hop,0.0010571310382865285,0,0
1,tonight,138,RnB / Hip Hop,0.0010571310382865285,0,0
1,nothin,137,RnB / Hip Hop,0.0010494706684438726,0,0
1,world,137,RnB / Hip Hop,0.0010494706684438726,0,0
0,how,134,Rock / Country,0.001971922182652971,0,0
1,ayy,134,RnB / Hip Hop,0.0010264895589159044,0,0
1,huh,134,RnB / Hip Hop,0.0010264895589159044,0,0
1,much,134,RnB / Hip Hop,0.0010264895589159044,0,0
0,or,133,Rock / Country,0.0019572063454689937,0,0
1,too,133,RnB / Hip Hop,0.0010188291890732486,0,0
1,would,133,RnB / Hip Hop,0.0010188291890732486,0,0
0,we're,131,Rock / Country,0.001927774671101039,0,0
0,were,131,Rock / Country,0.001927774671101039,0,0
1,things,131,RnB / Hip Hop,0.0010035084493879365,0,0
0,gone,130,Rock / Country,0.0019130588339170615,0,0
1,without,130,RnB / Hip Hop,9.958480795452804e-4,0,0
0,little,129,Rock / Country,0.0018983429967330842,0,0
1,did,129,RnB / Hip Hop,9.881877097026245e-4,0,0
1,money,128,RnB / Hip Hop,9.805273398599684e-4,0,0
0,could,127,Rock / Country,0.0018689113223651294,0,0
1,show,127,RnB / Hip Hop,9.728669700173124e-4,0,0
0,good,124,Rock / Country,0.0018247638108131973,0,0
0,have,123,Rock / Country,0.0018100479736292197,0,0
1,mine,123,RnB / Hip Hop,9.422254906466884e-4,0,0
1,nigga,123,RnB / Hip Hop,9.422254906466884e-4,0.6931471805599453,6.531009422934632e-4
0,won't,122,Rock / Country,0.0017953321364452424,0,0
1,still,122,RnB / Hip Hop,9.345651208040324e-4,0,0
0,at,121,Rock / Country,0.001780616299261265,0,0
1,ya,121,RnB / Hip Hop,9.269047509613764e-4,0,0
0,ah,120,Rock / Country,0.0017659004620772876,0,0
0,there's,120,Rock / Country,0.0017659004620772876,0,0
1,long,120,RnB / Hip Hop,9.192443811187204e-4,0,0
1,were,120,RnB / Hip Hop,9.192443811187204e-4,0,0
0,come,119,Rock / Country,0.00175118462489331,0,0
1,sweet,119,RnB / Hip Hop,9.115840112760644e-4,0,0
0,well,117,Rock / Country,0.0017217529505253555,0,0
1,y,117,RnB / Hip Hop,8.962632715907524e-4,0.6931471805599453,6.212423597425625e-4
1,em,116,RnB / Hip Hop,8.886029017480964e-4,0,0
1,mind,116,RnB / Hip Hop,8.886029017480964e-4,0,0
0,where,115,Rock / Country,0.0016923212761574007,0,0
1,or,115,RnB / Hip Hop,8.809425319054404e-4,0,0
1,our,115,RnB / Hip Hop,8.809425319054404e-4,0,0
1,than,115,RnB / Hip Hop,8.809425319054404e-4,0,0
1,where,114,RnB / Hip Hop,8.732821620627844e-4,0,0
1,alone,113,RnB / Hip Hop,8.656217922201284e-4,0,0
1,boom,113,RnB / Hip Hop,8.656217922201284e-4,0.6931471805599453,6.000033047086288e-4
1,work,113,RnB / Hip Hop,8.656217922201284e-4,0,0
0,hey,112,Rock / Country,0.0016481737646054683,0,0
1,talk,112,RnB / Hip Hop,8.579614223774724e-4,0,0
0,still,111,Rock / Country,0.001633457927421491,0,0
1,party,110,RnB / Hip Hop,8.426406826921604e-4,0,0
1,them,109,RnB / Hip Hop,8.349803128495044e-4,0,0
1,thought,109,RnB / Hip Hop,8.349803128495044e-4,0,0
1,again,108,RnB / Hip Hop,8.273199430068484e-4,0,0
1,best,108,RnB / Hip Hop,8.273199430068484e-4,0,0
1,change,108,RnB / Hip Hop,8.273199430068484e-4,0,0
1,done,108,RnB / Hip Hop,8.273199430068484e-4,0,0
0,girl,107,Rock / Country,0.0015745945786855813,0,0
1,watch,107,RnB / Hip Hop,8.196595731641924e-4,0,0
1,wrong,107,RnB / Hip Hop,8.196595731641924e-4,0,0
1,niggas,106,RnB / Hip Hop,8.119992033215364e-4,0.6931471805599453,5.628349583992446e-4
1,nothing,106,RnB / Hip Hop,8.119992033215364e-4,0,0
1,remember,106,RnB / Hip Hop,8.119992033215364e-4,0,0
0,always,105,Rock / Country,0.0015451629043176265,0,0
0,ever,105,Rock / Country,0.0015451629043176265,0,0
0,inside,104,Rock / Country,0.0015304470671336492,0,0
1,fly,104,RnB / Hip Hop,7.966784636362243e-4,0,0
1,you'll,104,RnB / Hip Hop,7.966784636362243e-4,0,0
0,through,103,Rock / Country,0.001515731229949672,0,0
1,leave,102,RnB / Hip Hop,7.813577239509123e-4,0,0
1,together,102,RnB / Hip Hop,7.813577239509123e-4,0,0
1,cry,101,RnB / Hip Hop,7.736973541082563e-4,0,0
0,alone,100,Rock / Country,0.0014715837183977396,0,0
0,everything,100,Rock / Country,0.0014715837183977396,0,0
0,left,100,Rock / Country,0.0014715837183977396,0,0
0,our,99,Rock / Country,0.0014568678812137623,0,0
0,day,98,Rock / Country,0.001442152044029785,0,0
0,hold,98,Rock / Country,0.001442152044029785,0,0
1,gon,98,RnB / Hip Hop,7.507162445802883e-4,0,0
0,by,97,Rock / Country,0.0014274362068458074,0,0
0,find,97,Rock / Country,0.0014274362068458074,0,0
1,bad,97,RnB / Hip Hop,7.430558747376323e-4,0,0
1,we're,97,RnB / Hip Hop,7.430558747376323e-4,0,0
1,yes,97,RnB / Hip Hop,7.430558747376323e-4,0,0
0,light,96,Rock / Country,0.0014127203696618301,0,0
1,ready,96,RnB / Hip Hop,7.353955048949763e-4,0,0
1,stay,95,RnB / Hip Hop,7.277351350523203e-4,0,0
0,give,94,Rock / Country,0.0013832886952938753,0,0
0,nothing,94,Rock / Country,0.0013832886952938753,0,0
1,ha,94,RnB / Hip Hop,7.200747652096643e-4,0.6931471805599453,4.991177932974433e-4
1,hit,94,RnB / Hip Hop,7.200747652096643e-4,0,0
1,ride,94,RnB / Hip Hop,7.200747652096643e-4,0,0
1,turn,94,RnB / Hip Hop,7.200747652096643e-4,0,0
1,well,94,RnB / Hip Hop,7.200747652096643e-4,0,0
0,long,93,Rock / Country,0.0013685728581098978,0,0
0,some,93,Rock / Country,0.0013685728581098978,0,0
1,first,93,RnB / Hip Hop,7.124143953670083e-4,0,0
1,home,93,RnB / Hip Hop,7.124143953670083e-4,0,0
0,keep,92,Rock / Country,0.0013538570209259205,0,0
0,last,92,Rock / Country,0.0013538570209259205,0,0
0,under,92,Rock / Country,0.0013538570209259205,0,0
1,babe,92,RnB / Hip Hop,7.047540255243523e-4,0,0
1,bit,92,RnB / Hip Hop,7.047540255243523e-4,0,0
1,eyes,92,RnB / Hip Hop,7.047540255243523e-4,0,0
1,g,92,RnB / Hip Hop,7.047540255243523e-4,0.6931471805599453,4.884982657804765e-4
1,made,92,RnB / Hip Hop,7.047540255243523e-4,0,0
0,around,91,Rock / Country,0.0013391411837419432,0,0
0,only,91,Rock / Country,0.0013391411837419432,0,0
1,shit,91,RnB / Hip Hop,6.970936556816963e-4,0,0
1,someone,91,RnB / Hip Hop,6.970936556816963e-4,0,0
1,find,90,RnB / Hip Hop,6.894332858390403e-4,0,0
1,him,90,RnB / Hip Hop,6.894332858390403e-4,0,0
1,yo,90,RnB / Hip Hop,6.894332858390403e-4,0.6931471805599453,4.778787382635096e-4
0,over,89,Rock / Country,0.0013097095093739883,0,0
0,wrong,89,Rock / Country,0.0013097095093739883,0,0
1,because,89,RnB / Hip Hop,6.817729159963843e-4,0,0
1,try,89,RnB / Hip Hop,6.817729159963843e-4,0,0
0,believe,88,Rock / Country,0.0012949936721900108,0,0
1,miss,88,RnB / Hip Hop,6.741125461537283e-4,0,0
1,should,88,RnB / Hip Hop,6.741125461537283e-4,0,0
0,an,85,Rock / Country,0.0012508461606380787,0,0
1,hard,85,RnB / Hip Hop,6.511314366257603e-4,0,0
1,other,85,RnB / Hip Hop,6.511314366257603e-4,0,0
1,touch,84,RnB / Hip Hop,6.434710667831043e-4,0,0
1,you've,84,RnB / Hip Hop,6.434710667831043e-4,0,0
0,another,83,Rock / Country,0.0012214144862701239,0,0
1,bout,83,RnB / Hip Hop,6.358106969404483e-4,0,0
1,gettin,83,RnB / Hip Hop,6.358106969404483e-4,0,0
1,gone,83,RnB / Hip Hop,6.358106969404483e-4,0,0
1,inside,83,RnB / Hip Hop,6.358106969404483e-4,0,0
1,nobody,83,RnB / Hip Hop,6.358106969404483e-4,0,0
1,wish,83,RnB / Hip Hop,6.358106969404483e-4,0,0
0,about,82,Rock / Country,0.0012066986490861466,0,0
0,more,82,Rock / Country,0.0012066986490861466,0,0
1,into,82,RnB / Hip Hop,6.281503270977923e-4,0,0
1,there's,82,RnB / Hip Hop,6.281503270977923e-4,0,0
0,did,81,Rock / Country,0.001191982811902169,0,0
1,bitch,81,RnB / Hip Hop,6.204899572551363e-4,0,0
0,lost,80,Rock / Country,0.0011772669747181917,0,0
0,them,80,Rock / Country,0.0011772669747181917,0,0
1,am,80,RnB / Hip Hop,6.128295874124803e-4,0,0
1,friend,80,RnB / Hip Hop,6.128295874124803e-4,0,0
0,am,79,Rock / Country,0.0011625511375342142,0,0
0,before,79,Rock / Country,0.0011625511375342142,0,0
0,had,79,Rock / Country,0.0011625511375342142,0,0
0,pain,79,Rock / Country,0.0011625511375342142,0,0
0,think,79,Rock / Country,0.0011625511375342142,0,0
0,who,79,Rock / Country,0.0011625511375342142,0,0
1,friends,79,RnB / Hip Hop,6.051692175698243e-4,0,0
1,goes,78,RnB / Hip Hop,5.975088477271683e-4,0,0
0,la,77,Rock / Country,0.0011331194631662596,0,0
0,night,77,Rock / Country,0.0011331194631662596,0,0
0,something,77,Rock / Country,0.0011331194631662596,0,0
0,then,77,Rock / Country,0.0011331194631662596,0,0
0,turn,77,Rock / Country,0.0011331194631662596,0,0
1,move,77,RnB / Hip Hop,5.898484778845123e-4,0,0
1,play,77,RnB / Hip Hop,5.898484778845123e-4,0,0
1,these,77,RnB / Hip Hop,5.898484778845123e-4,0,0
1,else,76,RnB / Hip Hop,5.821881080418563e-4,0,0
1,while,76,RnB / Hip Hop,5.821881080418563e-4,0,0
0,head,75,Rock / Country,0.0011036877887983048,0,0
0,open,75,Rock / Country,0.0011036877887983048,0,0
1,beat,75,RnB / Hip Hop,5.745277381992003e-4,0,0
1,knew,75,RnB / Hip Hop,5.745277381992003e-4,0,0
1,what's,75,RnB / Hip Hop,5.745277381992003e-4,0,0
1,another,74,RnB / Hip Hop,5.668673683565442e-4,0,0
1,believe,74,RnB / Hip Hop,5.668673683565442e-4,0,0
1,kick,74,RnB / Hip Hop,5.668673683565442e-4,0,0
1,put,73,RnB / Hip Hop,5.592069985138882e-4,0,0
0,hear,72,Rock / Country,0.0010595402772463727,0,0
0,heart,72,Rock / Country,0.0010595402772463727,0,0
0,she's,72,Rock / Country,0.0010595402772463727,0,0
1,care,72,RnB / Hip Hop,5.515466286712322e-4,0,0
1,told,72,RnB / Hip Hop,5.515466286712322e-4,0,0
1,used,72,RnB / Hip Hop,5.515466286712322e-4,0,0
0,gotta,71,Rock / Country,0.0010448244400623951,0,0
0,run,71,Rock / Country,0.0010448244400623951,0,0
1,lady,71,RnB / Hip Hop,5.438862588285762e-4,0,0
1,worry,71,RnB / Hip Hop,5.438862588285762e-4,0,0
0,die,70,Rock / Country,0.0010301086028784178,0,0
0,mind,70,Rock / Country,0.0010301086028784178,0,0
1,da,70,RnB / Hip Hop,5.362258889859202e-4,0.6931471805599453,3.716834630938408e-4
1,place,70,RnB / Hip Hop,5.362258889859202e-4,0,0
0,ready,69,Rock / Country,0.0010153927656944403,0,0
0,tell,69,Rock / Country,0.0010153927656944403,0,0
0,why,69,Rock / Country,0.0010153927656944403,0,0
1,lovin,69,RnB / Hip Hop,5.285655191432642e-4,0,0
1,side,69,RnB / Hip Hop,5.285655191432642e-4,0,0
0,thing,68,Rock / Country,0.001000676928510463,0,0
1,damn,68,RnB / Hip Hop,5.209051493006082e-4,0,0
1,hear,68,RnB / Hip Hop,5.209051493006082e-4,0,0
1,rock,68,RnB / Hip Hop,5.209051493006082e-4,0,0
1,round,68,RnB / Hip Hop,5.209051493006082e-4,0,0
1,alright,67,RnB / Hip Hop,5.132447794579522e-4,0,0
1,slow,67,RnB / Hip Hop,5.132447794579522e-4,0,0
1,woo,67,RnB / Hip Hop,5.132447794579522e-4,0,0
0,stay,66,Rock / Country,9.712452541425082e-4,0,0
1,feeling,66,RnB / Hip Hop,5.055844096152962e-4,0,0
1,forever,66,RnB / Hip Hop,5.055844096152962e-4,0,0
1,til,66,RnB / Hip Hop,5.055844096152962e-4,0,0
0,fall,65,Rock / Country,9.565294169585308e-4,0,0
0,i'd,65,Rock / Country,9.565294169585308e-4,0,0
0,live,65,Rock / Country,9.565294169585308e-4,0,0
0,place,65,Rock / Country,9.565294169585308e-4,0,0
0,stand,65,Rock / Country,9.565294169585308e-4,0,0
0,what's,65,Rock / Country,9.565294169585308e-4,0,0
1,going,65,RnB / Hip Hop,4.979240397726402e-4,0,0
1,true,65,RnB / Hip Hop,4.979240397726402e-4,0,0
0,god,64,Rock / Country,9.418135797745533e-4,0,0
1,forth,64,RnB / Hip Hop,4.902636699299842e-4,0,0
1,people,64,RnB / Hip Hop,4.902636699299842e-4,0,0
1,promise,64,RnB / Hip Hop,4.902636699299842e-4,0,0
1,same,64,RnB / Hip Hop,4.902636699299842e-4,0,0
1,y'all,64,RnB / Hip Hop,4.902636699299842e-4,0,0
0,end,63,Rock / Country,9.270977425905759e-4,0,0
0,face,63,Rock / Country,9.270977425905759e-4,0,0
0,heavy,63,Rock / Country,9.270977425905759e-4,0,0
0,let's,63,Rock / Country,9.270977425905759e-4,0,0
0,look,63,Rock / Country,9.270977425905759e-4,0,0
0,much,63,Rock / Country,9.270977425905759e-4,0,0
1,face,63,RnB / Hip Hop,4.826033000873282e-4,0,0
1,might,63,RnB / Hip Hop,4.826033000873282e-4,0,0
0,broken,62,Rock / Country,9.123819054065986e-4,0,0
0,hard,62,Rock / Country,9.123819054065986e-4,0,0
1,came,62,RnB / Hip Hop,4.749429302446722e-4,0,0
1,la,62,RnB / Hip Hop,4.749429302446722e-4,0,0
1,last,62,RnB / Hip Hop,4.749429302446722e-4,0,0
1,start,62,RnB / Hip Hop,4.749429302446722e-4,0,0
1,though,62,RnB / Hip Hop,4.749429302446722e-4,0,0
0,best,61,Rock / Country,8.976660682226212e-4,0,0
0,lose,61,Rock / Country,8.976660682226212e-4,0,0
0,off,61,Rock / Country,8.976660682226212e-4,0,0
0,show,61,Rock / Country,8.976660682226212e-4,0,0
