song,artist,hip_hop_rnb,genre,word,n,song_artist,tf,idf,tf_idf
Let the Beat Hit 'Em,Lisa Lisa and Cult Jam,1,RnB / Hip Hop,stereo,8,Let the Beat Hit 'Em - Lisa Lisa and Cult Jam,0.038834951456310676,6.194405391104672,0.24055943266425908
Liar,Profyle,1,RnB / Hip Hop,breaker,8,Liar - Profyle,0.06611570247933884,6.194405391104672,0.40954746387468904
Liar,Profyle,1,RnB / Hip Hop,cars,8,Liar - Profyle,0.06611570247933884,3.4863551900024623,0.23050282247950166
Liar,Profyle,1,RnB / Hip Hop,cheater,8,Liar - Profyle,0.06611570247933884,5.095793102436563,0.33691194065696284
Liar,Profyle,1,RnB / Hip Hop,deciever,8,Liar - Profyle,0.06611570247933884,6.194405391104672,0.40954746387468904
Liar,Profyle,1,RnB / Hip Hop,dog,8,Liar - Profyle,0.06611570247933884,4.248495242049359,0.2808922474082221
Liar,Profyle,1,RnB / Hip Hop,heart,8,Liar - Profyle,0.06611570247933884,1.4670175723923318,0.09699289734825334
Liar,Profyle,1,RnB / Hip Hop,house,8,Liar - Profyle,0.06611570247933884,3.0589111751755227,0.2022420611686296
Liar,Profyle,1,RnB / Hip Hop,liar,8,Liar - Profyle,0.06611570247933884,4.584967478670572,0.3031383456972279
Liar,Profyle,1,RnB / Hip Hop,life,8,Liar - Profyle,0.06611570247933884,1.4152818979931427,0.09357235689210862
Liar,Profyle,1,RnB / Hip Hop,takin,8,Liar - Profyle,0.06611570247933884,3.4863551900024623,0.23050282247950166
Lifeline,Papa Roach,0,Rock / Country,lookin,8,Lifeline - Papa Roach,0.10810810810810811,3.0163515607567266,0.32609206062234886
Lights Out,Royal Blood,0,Rock / Country,lights,8,Lights Out - Royal Blood,0.15384615384615385,2.8622008809294686,0.4403385970660721
"Lights, Camera, Action!",Mr. Cheeks,1,RnB / Hip Hop,uh,8,"Lights, Camera, Action! - Mr. Cheeks",0.020050125313283207,2.2823823856765264,0.045762052845644635
Look at Me Now,Chris Brown,1,RnB / Hip Hop,dick,8,Look at Me Now - Chris Brown,0.014814814814814815,4.808111029984782,0.07123127451829307
Look at Me Now,Chris Brown,1,RnB / Hip Hop,fresher,8,Look at Me Now - Chris Brown,0.014814814814814815,5.501258210544727,0.08150012163769967
Look at Me Now,Chris Brown,1,RnB / Hip Hop,gettin,8,Look at Me Now - Chris Brown,0.014814814814814815,2.793208009442517,0.0413808593991484
Look at Me Now,Chris Brown,1,RnB / Hip Hop,yellow,8,Look at Me Now - Chris Brown,0.014814814814814815,5.095793102436563,0.07549323114720834
Loser,3 Doors Down,0,Rock / Country,closer,8,Loser - 3 Doors Down,0.08791208791208792,3.4863551900024623,0.30649276395626046
Loser,3 Doors Down,0,Rock / Country,fall,8,Loser - 3 Doors Down,0.08791208791208792,2.2241134775525504,0.1955264595650594
Losing Sleep,Chris Young,0,Rock / Country,losing,8,Losing Sleep - Chris Young,0.1111111111111111,3.5553480614894135,0.3950386734988237
Lost Without U,Robin Thicke,1,RnB / Hip Hop,lost,8,Lost Without U - Robin Thicke,0.07766990291262135,2.323204380196781,0.18044305865606067
Luv U Better,LL Cool J,1,RnB / Hip Hop,hurt,8,Luv U Better - LL Cool J,0.03333333333333333,2.583487478460448,0.08611624928201493
Luv U Better,LL Cool J,1,RnB / Hip Hop,luv,8,Luv U Better - LL Cool J,0.03333333333333333,6.194405391104672,0.20648017970348906
Luv U Better,LL Cool J,1,RnB / Hip Hop,meant,8,Luv U Better - LL Cool J,0.03333333333333333,3.3040336332085074,0.11013445444028358
Mercy,Brett Young,0,Rock / Country,break,8,Mercy - Brett Young,0.12121212121212122,2.151354123270122,0.2607701967600148
Mercy,Brett Young,0,Rock / Country,gonna,8,Mercy - Brett Young,0.12121212121212122,1.3040562628829184,0.1580674258039901
Misery Loves My Company,Three Days Grace,0,Rock / Country,misery,8,Misery Loves My Company - Three Days Grace,0.12307692307692308,3.7965101183063017,0.46726278379154484
Miss You,Aaliyah,1,RnB / Hip Hop,lost,8,Miss You - Aaliyah,0.07766990291262135,2.323204380196781,0.18044305865606067
Miss You,Aaliyah,1,RnB / Hip Hop,miss,8,Miss You - Aaliyah,0.07766990291262135,2.9363088530831902,0.22806282354044194
Miss You,Aaliyah,1,RnB / Hip Hop,wanna,8,Miss You - Aaliyah,0.07766990291262135,1.1639674697122369,0.09040524036599897
Miss You,Aaliyah,1,RnB / Hip Hop,wondering,8,Miss You - Aaliyah,0.07766990291262135,4.114963849424837,0.3196088426737737
Most People Are Good,Luke Bryan,0,Rock / Country,people,8,Most People Are Good - Luke Bryan,0.08602150537634409,2.6390573296152584,0.22701568426797925
My Lovin' (You're Never Gonna Get It),En Vogue,1,RnB / Hip Hop,change,8,My Lovin' (You're Never Gonna Get It) - En Vogue,0.04145077720207254,2.2823823856765264,0.09460652375861249
My Name Is Human,Highly Suspect,0,Rock / Country,human,8,My Name Is Human - Highly Suspect,0.10666666666666667,5.095793102436563,0.5435512642599001
My Projects,Coo Coo Cal,1,RnB / Hip Hop,project,8,My Projects - Coo Coo Cal,0.02702702702702703,6.194405391104672,0.16741636192174789
"My, My, My",Johnny Gill,1,RnB / Hip Hop,love,8,"My, My, My - Johnny Gill",0.08333333333333333,0.6729444732424258,0.05607870610353548
"My, My, My",Johnny Gill,1,RnB / Hip Hop,wanna,8,"My, My, My - Johnny Gill",0.08333333333333333,1.1639674697122369,0.0969972891426864
Never Again,Breaking Benjamin,0,Rock / Country,left,8,Never Again - Breaking Benjamin,0.12307692307692308,2.2823823856765264,0.28090860131403406
Never Never,Korn,0,Rock / Country,pretend,8,Never Never - Korn,0.11940298507462686,3.997180813768453,0.47727532104697945
Never Never,Korn,0,Rock / Country,wanna,8,Never Never - Korn,0.11940298507462686,1.1639674697122369,0.1389811904134014
Nice for What,Drake,1,RnB / Hip Hop,life,8,Nice for What - Drake,0.016877637130801686,1.4152818979931427,0.023886614312120552
Nice for What,Drake,1,RnB / Hip Hop,niggas,8,Nice for What - Drake,0.016877637130801686,3.1498829533812494,0.05316258149166665
Nice for What,Drake,1,RnB / Hip Hop,phone,8,Nice for What - Drake,0.016877637130801686,2.760418186619526,0.04658933648302997
Nice for What,Drake,1,RnB / Hip Hop,showin,8,Nice for What - Drake,0.016877637130801686,4.584967478670572,0.07738341736152864
Not Gon' Cry,Mary J. Blige,1,RnB / Hip Hop,gonna,8,Not Gon' Cry - Mary J. Blige,0.03940886699507389,1.3040562628829184,0.05139137981804605
Nothin' on You,B.o.B,1,RnB / Hip Hop,beautiful,8,Nothin' on You - B.o.B,0.014184397163120567,3.361192047048456,0.047676482936857535
Nothin' on You,B.o.B,1,RnB / Hip Hop,chasin,8,Nothin' on You - B.o.B,0.014184397163120567,5.501258210544727,0.07803203135524436
Nothin' on You,B.o.B,1,RnB / Hip Hop,girls,8,Nothin' on You - B.o.B,0.014184397163120567,2.8985685251003432,0.04111444716454388
Nothin' on You,B.o.B,1,RnB / Hip Hop,time,8,Nothin' on You - B.o.B,0.014184397163120567,0.8145080375642129,0.01155330549736472
Nothin' on You,B.o.B,1,RnB / Hip Hop,wasted,8,Nothin' on You - B.o.B,0.014184397163120567,4.402645921876617,0.062448878324491024
Nothin' on You,B.o.B,1,RnB / Hip Hop,world,8,Nothin' on You - B.o.B,0.014184397163120567,1.5500144919632997,0.021986021162599994
Nothin' on You,B.o.B,1,RnB / Hip Hop,worry,8,Nothin' on You - B.o.B,0.014184397163120567,3.2499664119382317,0.04609881435373378
Numb,Linkin Park,0,Rock / Country,caught,8,Numb - Linkin Park,0.13793103448275862,3.421816668864891,0.47197471294688154
Numb,Linkin Park,0,Rock / Country,undertow,8,Numb - Linkin Park,0.13793103448275862,6.194405391104672,0.8544007436006444
Nuthin' But a 'G' Thang,Dr. Dre,1,RnB / Hip Hop,feeling,8,Nuthin' But a 'G' Thang - Dr. Dre,0.03404255319148936,2.3657639946155773,0.08053664662521114
Old Town Road,Lil Nas X,1,RnB / Hip Hop,gonna,8,Old Town Road - Lil Nas X,0.10810810810810811,1.3040562628829184,0.140979055446802
Old Town Road,Lil Nas X,1,RnB / Hip Hop,nothin,8,Old Town Road - Lil Nas X,0.10810810810810811,2.9363088530831902,0.3174387949279125
Papers,Usher,1,RnB / Hip Hop,sign,8,Papers - Usher,0.048484848484848485,3.6294560336431356,0.17597362587360657
Pony,Ginuwine,1,RnB / Hip Hop,damn,8,Pony - Ginuwine,0.06557377049180328,2.3657639946155773,0.1551320652206936
Pony,Ginuwine,1,RnB / Hip Hop,throw,8,Pony - Ginuwine,0.06557377049180328,3.1986731175506815,0.2097490568885693
Pour It Up,Rihanna,1,RnB / Hip Hop,fall,8,Pour It Up - Rihanna,0.05063291139240506,2.2241134775525504,0.11261334063557217
Pour It Up,Rihanna,1,RnB / Hip Hop,watch,8,Pour It Up - Rihanna,0.05063291139240506,2.8622008809294686,0.1449215635913655
Private Line,Gerald Levert,1,RnB / Hip Hop,wanna,8,Private Line - Gerald Levert,0.06060606060606061,1.1639674697122369,0.07054348301286284
Promise,Jagged Edge,1,RnB / Hip Hop,life,8,Promise - Jagged Edge,0.058394160583941604,1.4152818979931427,0.08264419842295724
Raise Up,Petey Pablo,1,RnB / Hip Hop,hand,8,Raise Up - Petey Pablo,0.02702702702702703,2.2823823856765264,0.06168601042368991
Raise Up,Petey Pablo,1,RnB / Hip Hop,helicopter,8,Raise Up - Petey Pablo,0.02702702702702703,6.194405391104672,0.16741636192174789
Raise Up,Petey Pablo,1,RnB / Hip Hop,round,8,Raise Up - Petey Pablo,0.02702702702702703,2.8985685251003432,0.07833968986757685
Raise Up,Petey Pablo,1,RnB / Hip Hop,shirt,8,Raise Up - Petey Pablo,0.02702702702702703,4.114963849424837,0.11121523917364425
Raise Up,Petey Pablo,1,RnB / Hip Hop,sir,8,Raise Up - Petey Pablo,0.02702702702702703,4.584967478670572,0.12391803996406953
Raise Up,Petey Pablo,1,RnB / Hip Hop,spin,8,Raise Up - Petey Pablo,0.02702702702702703,4.114963849424837,0.11121523917364425
Raise Up,Petey Pablo,1,RnB / Hip Hop,twist,8,Raise Up - Petey Pablo,0.02702702702702703,4.248495242049359,0.11482419573106377
Real Love,Jody Watley,1,RnB / Hip Hop,ah,8,Real Love - Jody Watley,0.064,2.3877429013343527,0.15281554568539857
Real Love,Skyy,1,RnB / Hip Hop,heart,8,Real Love - Skyy,0.052980132450331126,1.4670175723923318,0.07772278529230897
Rhythm Nation,Janet Jackson,1,RnB / Hip Hop,life,8,Rhythm Nation - Janet Jackson,0.047337278106508875,1.4152818979931427,0.06699559280440913
Right Now,Al B. Sure!,1,RnB / Hip Hop,affection,8,Right Now - Al B. Sure!,0.03773584905660377,4.808111029984782,0.18143815207489744
Right Now,Al B. Sure!,1,RnB / Hip Hop,wanna,8,Right Now - Al B. Sure!,0.03773584905660377,1.1639674697122369,0.043923300743857994
Right Thurr,Chingy,1,RnB / Hip Hop,huh,8,Right Thurr - Chingy,0.028368794326241134,2.760418186619526,0.07830973579062485
Rockstar,Post Malone,1,RnB / Hip Hop,fuckin,8,Rockstar - Post Malone,0.0326530612244898,3.5553480614894135,0.11609299792618494
Rockstar,Post Malone,1,RnB / Hip Hop,yeah,8,Rockstar - Post Malone,0.0326530612244898,0.5886033248086749,0.01921970040191592
Rope,Foo Fighters,0,Rock / Country,gimme,8,Rope - Foo Fighters,0.09523809523809523,4.402645921876617,0.4192996116072969
Rub You the Right Way,Johnny Gill,1,RnB / Hip Hop,hands,8,Rub You the Right Way - Johnny Gill,0.03619909502262444,2.583487478460448,0.09351990872255016
Rub You the Right Way,Johnny Gill,1,RnB / Hip Hop,hey,8,Rub You the Right Way - Johnny Gill,0.03619909502262444,1.6511106088346683,0.059768709822069443
Rub You the Right Way,Johnny Gill,1,RnB / Hip Hop,magic,8,Rub You the Right Way - Johnny Gill,0.03619909502262444,3.8918202981106265,0.14088037278228513
Run,Foo Fighters,0,Rock / Country,perfect,8,Run - Foo Fighters,0.09090909090909091,3.1033629377463563,0.28212390343148697
Run,Foo Fighters,0,Rock / Country,wake,8,Run - Foo Fighters,0.09090909090909091,3.361192047048456,0.3055629133680415
Run It!,Chris Brown,1,RnB / Hip Hop,hop,8,Run It! - Chris Brown,0.02867383512544803,3.997180813768453,0.1146145036206008
Safari Song,Greta Van Fleet,0,Rock / Country,love,8,Safari Song - Greta Van Fleet,0.07547169811320754,0.6729444732424258,0.05078826213150383
See You Again,Wiz Khalifa,1,RnB / Hip Hop,uh,8,See You Again - Wiz Khalifa,0.027972027972027972,2.2823823856765264,0.06384286393500774
See You Again,Wiz Khalifa,1,RnB / Hip Hop,yo,8,See You Again - Wiz Khalifa,0.027972027972027972,2.8622008809294686,0.0800615631029222
Sham Pain,Five Finger Death Punch,0,Rock / Country,life,8,Sham Pain - Five Finger Death Punch,0.08247422680412371,1.4152818979931427,0.11672428024685713
She Hates Me,Puddle of Mudd,0,Rock / Country,love,8,She Hates Me - Puddle of Mudd,0.064,0.6729444732424258,0.04306844628751525
Slither,Velvet Revolver,0,Rock / Country,time,8,Slither - Velvet Revolver,0.10810810810810811,0.8145080375642129,0.088054922979914907
Something in Your Mouth,Nickelback,0,Rock / Country,naughty,8,Something in Your Mouth - Nickelback,0.04790419161676647,4.808111029984782,0.2303286720950794
Somewhere I Belong,Linkin Park,0,Rock / Country,heal,8,Somewhere I Belong - Linkin Park,0.0761904761904762,4.584967478670572,0.34933085551775794
Sound of Madness,Shinedown,0,Rock / Country,wake,8,Sound of Madness - Shinedown,0.06779661016949153,3.361192047048456,0.2278774269185394
Spotlight,Jennifer Hudson,1,RnB / Hip Hop,living,8,Spotlight - Jennifer Hudson,0.10666666666666667,2.583487478460448,0.2755719977024478
Spotlight,Jennifer Hudson,1,RnB / Hip Hop,spotlight,8,Spotlight - Jennifer Hudson,0.10666666666666667,5.095793102436563,0.5435512642599001
Spread My Wings,Troop,1,RnB / Hip Hop,pathway,8,Spread My Wings - Troop,0.046242774566473986,5.501258210544727,0.25439344326218394
Spread My Wings,Troop,1,RnB / Hip Hop,wings,8,Spread My Wings - Troop,0.046242774566473986,3.997180813768453,0.1848407312725296
Step in the Name of Love,R. Kelly,1,RnB / Hip Hop,girl,8,Step in the Name of Love - R. Kelly,0.058394160583941604,1.1381595857563642,0.06646187362080959
Step in the Name of Love,R. Kelly,1,RnB / Hip Hop,spin,8,Step in the Name of Love - R. Kelly,0.058394160583941604,4.114963849424837,0.24028985982042841
Still Breathing,Green Day,0,Rock / Country,makin,8,Still Breathing - Green Day,0.08,3.4863551900024623,0.278908415200197
Still Frame,Trapt,0,Rock / Country,frozen,8,Still Frame - Trapt,0.09302325581395349,5.095793102436563,0.47402726534293604
Still Frame,Trapt,0,Rock / Country,picture's,8,Still Frame - Trapt,0.09302325581395349,6.194405391104672,0.5762237573120625
Sucker for Pain,Lil Wayne,1,RnB / Hip Hop,torture,8,Sucker for Pain - Lil Wayne,0.03404255319148936,6.194405391104672,0.21087337501632927
Sure Thing,Miguel,1,RnB / Hip Hop,ooh,8,Sure Thing - Miguel,0.03463203463203463,1.4494732627414222,0.05019820823346917
Tha Crossroads,Bone Thugs N Harmony,1,RnB / Hip Hop,miss,8,Tha Crossroads - Bone Thugs N Harmony,0.0273972602739726,2.9363088530831902,0.08044681789269013
Tha Crossroads,Bone Thugs N Harmony,1,RnB / Hip Hop,wrong,8,Tha Crossroads - Bone Thugs N Harmony,0.0273972602739726,1.917739272088617,0.0525408019750306
The Best Things in Life Are Free,Luther Vandross and Janet Jackson,1,RnB / Hip Hop,hey,8,The Best Things in Life Are Free - Luther Vandross and Janet Jackson,0.034482758620689655,1.6511106088346683,0.056934848580505806
The Best Things in Life Are Free,Luther Vandross and Janet Jackson,1,RnB / Hip Hop,mo,8,The Best Things in Life Are Free - Luther Vandross and Janet Jackson,0.034482758620689655,4.402645921876617,0.15181537661643507
The Git Up,Blanco Brown,0,Rock / Country,bad,8,The Git Up - Blanco Brown,0.043478260869565216,2.243161672523245,0.09752876837057586
The Hills,The Weeknd,1,RnB / Hip Hop,fikir,8,The Hills - The Weeknd,0.050314465408805034,6.194405391104672,0.3116681957788514
The Motto,Drake,1,RnB / Hip Hop,bitch,8,The Motto - Drake,0.018957345971563982,3.1986731175506815,0.06063835293934942
The Motto,Drake,1,RnB / Hip Hop,fuck,8,The Motto - Drake,0.018957345971563982,2.728669488304946,0.05172833153184732
The Pretender,Foo Fighters,0,Rock / Country,plays,8,The Pretender - Foo Fighters,0.0975609756097561,5.501258210544727,0.5367081181019246
The Pretender,Foo Fighters,0,Rock / Country,pretender,8,The Pretender - Foo Fighters,0.0975609756097561,6.194405391104672,0.6043322332785046
The Pretender,Foo Fighters,0,Rock / Country,surrender,8,The Pretender - Foo Fighters,0.0975609756097561,3.997180813768453,0.3899688598798491
The Sky Is a Neighborhood,Foo Fighters,0,Rock / Country,ah,8,The Sky Is a Neighborhood - Foo Fighters,0.06837606837606838,2.3877429013343527,0.1632644718861096
The Vengeful One,Disturbed,0,Rock / Country,inside,8,The Vengeful One - Disturbed,0.07079646017699115,1.6945957207744073,0.11997137846190495
This Is Why I'm Hot,Mims,1,RnB / Hip Hop,hit,8,This Is Why I'm Hot - Mims,0.0311284046692607,2.3657639946155773,0.07364245897636039
Thrift Shop,Macklemore and Ryan Lewis,1,RnB / Hip Hop,ass,8,Thrift Shop - Macklemore and Ryan Lewis,0.012121212121212121,2.8985685251003432,0.03513416394061022
Thrift Shop,Macklemore and Ryan Lewis,1,RnB / Hip Hop,bought,8,Thrift Shop - Macklemore and Ryan Lewis,0.012121212121212121,3.6294560336431356,0.04399340646840164
Thrift Shop,Macklemore and Ryan Lewis,1,RnB / Hip Hop,coat,8,Thrift Shop - Macklemore and Ryan Lewis,0.012121212121212121,5.095793102436563,0.06176718912044318
Thrift Shop,Macklemore and Ryan Lewis,1,RnB / Hip Hop,shit,8,Thrift Shop - Macklemore and Ryan Lewis,0.012121212121212121,2.6390573296152584,0.03198857369230616
Thrift Shop,Macklemore and Ryan Lewis,1,RnB / Hip Hop,thrift,8,Thrift Shop - Macklemore and Ryan Lewis,0.012121212121212121,6.194405391104672,0.07508370171035966
Too Bad,Nickelback,0,Rock / Country,talk,8,Too Bad - Nickelback,0.0898876404494382,2.2823823856765264,0.2051579672518226
Too Bad,Nickelback,0,Rock / Country,time,8,Too Bad - Nickelback,0.0898876404494382,0.8145080375642129,0.07321420562374947
Too Close,Next,1,RnB / Hip Hop,excited,8,Too Close - Next,0.055944055944055944,5.501258210544727,0.3077626970934113
Torn to Pieces,Pop Evil,0,Rock / Country,i’m,8,Torn to Pieces - Pop Evil,0.10256410256410256,3.3040336332085074,0.3388752444316418
Torn to Pieces,Pop Evil,0,Rock / Country,pieces,8,Torn to Pieces - Pop Evil,0.10256410256410256,4.114963849424837,0.42204757429998324
U Can't Touch This,MC Hammer,1,RnB / Hip Hop,hammer,8,U Can't Touch This - MC Hammer,0.037037037037037035,5.095793102436563,0.18873307786802082
Under Your Scars,Godsmack,0,Rock / Country,inside,8,Under Your Scars - Godsmack,0.08695652173913043,1.6945957207744073,0.14735614963255717
Under Your Scars,Godsmack,0,Rock / Country,live,8,Under Your Scars - Godsmack,0.08695652173913043,2.2241134775525504,0.19340117196109133
Understanding,Xscape,1,RnB / Hip Hop,hear,8,Understanding - Xscape,0.06557377049180328,1.9748976859285656,0.12950148760187316
Understanding,Xscape,1,RnB / Hip Hop,wanna,8,Understanding - Xscape,0.06557377049180328,1.1639674697122369,0.0763257357188352
Unity,Shinedown,0,Rock / Country,air,8,Unity - Shinedown,0.07766990291262135,3.1498829533812494,0.24465110317524263
Unity,Shinedown,0,Rock / Country,hands,8,Unity - Shinedown,0.07766990291262135,2.583487478460448,0.20065922162799593
Vilify,Device,0,Rock / Country,head,8,Vilify - Device,0.05405405405405406,2.205421344540398,0.11921196456975124
Vitamin R (Leading Us Along),Chevelle,0,Rock / Country,fits,8,Vitamin R (Leading Us Along) - Chevelle,0.10256410256410256,5.095793102436563,0.52264544640375
Vitamin R (Leading Us Along),Chevelle,0,Rock / Country,pushing,8,Vitamin R (Leading Us Along) - Chevelle,0.10256410256410256,4.402645921876617,0.45155342788478126
Vitamin R (Leading Us Along),Chevelle,0,Rock / Country,screaming,8,Vitamin R (Leading Us Along) - Chevelle,0.10256410256410256,4.402645921876617,0.45155342788478126
Waking Lions,Pop Evil,0,Rock / Country,hundred,8,Waking Lions - Pop Evil,0.06451612903225806,3.709498741316672,0.23932249943978529
Walk,Foo Fighters,0,Rock / Country,learning,8,Walk - Foo Fighters,0.09195402298850575,6.194405391104672,0.5696004957337629
Walk,Foo Fighters,0,Rock / Country,waited,8,Walk - Foo Fighters,0.09195402298850575,5.095793102436563,0.4685786760861207
Weak,SWV,1,RnB / Hip Hop,control,8,Weak - SWV,0.048484848484848485,2.8985685251003432,0.14053665576244087
Weak,SWV,1,RnB / Hip Hop,lose,8,Weak - SWV,0.048484848484848485,2.456735772821304,0.11911446171254807
Weak,SWV,1,RnB / Hip Hop,pride,8,Weak - SWV,0.048484848484848485,5.095793102436563,0.24706875648177273
Weak,SWV,1,RnB / Hip Hop,takes,8,Weak - SWV,0.048484848484848485,3.3040336332085074,0.16019557009495794
What You Know,T.I.,1,RnB / Hip Hop,chirp,8,What You Know - T.I.,0.027210884353741496,6.194405391104672,0.16855524873754207
What You Know,T.I.,1,RnB / Hip Hop,nigga,8,What You Know - T.I.,0.027210884353741496,3.0589111751755227,0.08323567823606864
Whatever You Like,T.I.,1,RnB / Hip Hop,baby,8,Whatever You Like - T.I.,0.046242774566473986,0.8616865978393031,0.039846779090834825
Whatever You Like,T.I.,1,RnB / Hip Hop,night,8,Whatever You Like - T.I.,0.046242774566473986,1.4848751897923382,0.06866474866091737
When I See U,Fantasia,1,RnB / Hip Hop,yeah,8,When I See U - Fantasia,0.09195402298850575,0.5886033248086749,0.05412444366056781
Whiskey Glasses,Morgan Wallen,0,Rock / Country,fill,8,Whiskey Glasses - Morgan Wallen,0.04060913705583756,3.4863551900024623,0.14157787573614058
Whiskey Hangover,Godsmack,0,Rock / Country,time,8,Whiskey Hangover - Godsmack,0.07692307692307693,0.8145080375642129,0.06265446442801638
Who Can I Run To,Xscape,1,RnB / Hip Hop,run,8,Who Can I Run To - Xscape,0.15384615384615385,2.456735772821304,0.37795934966481604
Whoomp! (There It Is),Tag Team,1,RnB / Hip Hop,party,8,Whoomp! (There It Is) - Tag Team,0.028985507246376812,3.1986731175506815,0.09271516282755599
Work It,Missy Elliott,1,RnB / Hip Hop,thai,8,Work It - Missy Elliott,0.02,6.194405391104672,0.12388810782209345
Written in the Sand,Old Dominion,0,Rock / Country,written,8,Written in the Sand - Old Dominion,0.1038961038961039,4.248495242049359,0.44140210307006333
You're the One,SWV,1,RnB / Hip Hop,love,8,You're the One - SWV,0.20512820512820512,0.6729444732424258,0.13803989194716426
You Remind Me of Something,R. Kelly,1,RnB / Hip Hop,remind,8,You Remind Me of Something - R. Kelly,0.04519774011299435,4.402645921876617,0.19898964618651377
You Remind Me of Something,R. Kelly,1,RnB / Hip Hop,roll,8,You Remind Me of Something - R. Kelly,0.04519774011299435,3.1498829533812494,0.14236759111327682
You Remind Me of Something,R. Kelly,1,RnB / Hip Hop,sound,8,You Remind Me of Something - R. Kelly,0.04519774011299435,2.8985685251003432,0.13100874689719066
Your Decision,Alice in Chains,0,Rock / Country,decision,8,Your Decision - Alice in Chains,0.16326530612244897,6.194405391104672,1.0113314924252526
Yours,Russell Dickerson,0,Rock / Country,god,8,Yours - Russell Dickerson,0.1095890410958904,2.6390573296152584,0.28921176214961736
A Reason to Fight,Disturbed,0,Rock / Country,inside,7,A Reason to Fight - Disturbed,0.07954545454545454,1.6945957207744073,0.1347973868797824
Adorn,Miguel,1,RnB / Hip Hop,ooh,7,Adorn - Miguel,0.04794520547945205,1.4494732627414222,0.06949529341910927
Aerials,System of a Down,0,Rock / Country,lose,7,Aerials - System of a Down,0.0707070707070707,2.456735772821304,0.17370858999746594
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,fills,7,All the Man That I Need - Whitney Houston,0.15217391304347827,4.402645921876617,0.6699678576768766
All Woman,Lisa Stansfield,1,RnB / Hip Hop,lady,7,All Woman - Lisa Stansfield,0.08641975308641975,2.8271095611181982,0.2443181102200912
All Woman,Lisa Stansfield,1,RnB / Hip Hop,love,7,All Woman - Lisa Stansfield,0.08641975308641975,0.6729444732424258,0.05815569521848124
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,dum,7,Always Be My Baby - Mariah Carey,0.051470588235294115,5.501258210544727,0.2831529961309786
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,time,7,Always Be My Baby - Mariah Carey,0.051470588235294115,0.8145080375642129,0.04192320781580507
"Any Time, Any Place",Janet Jackson,1,RnB / Hip Hop,care,7,"Any Time, Any Place - Janet Jackson",0.07954545454545454,2.4102157571864113,0.19172170795801
"Any Time, Any Place",Janet Jackson,1,RnB / Hip Hop,time,7,"Any Time, Any Place - Janet Jackson",0.07954545454545454,0.8145080375642129,0.06479041207897147
Apocalyptic,Halestorm,0,Rock / Country,apocalyptic,7,Apocalyptic - Halestorm,0.06666666666666667,5.501258210544727,0.3667505473696485
Apocalyptic,Halestorm,0,Rock / Country,baby,7,Apocalyptic - Halestorm,0.06666666666666667,0.8616865978393031,0.057445773189286876
Apocalyptic,Halestorm,0,Rock / Country,love,7,Apocalyptic - Halestorm,0.06666666666666667,0.6729444732424258,0.044862964882828385
Baby,Brandy,1,RnB / Hip Hop,thinkin,7,Baby - Brandy,0.017994858611825194,3.4863551900024623,0.06273646871469726
Baby,Brandy,1,RnB / Hip Hop,whoa,7,Baby - Brandy,0.017994858611825194,2.6390573296152584,0.047489463514927534
Baby Come to Me,Regina Belle,1,RnB / Hip Hop,yeah,7,Baby Come to Me - Regina Belle,0.05,0.5886033248086749,0.02943016624043375
Baby I'm Ready,LeVert,1,RnB / Hip Hop,bit,7,Baby I'm Ready - LeVert,0.04294478527607362,3.2499664119382317,0.13956910971513878
Bad Girlfriend,Theory of a Deadman,0,Rock / Country,girlfriend,7,Bad Girlfriend - Theory of a Deadman,0.0546875,4.248495242049359,0.23233958354957435
Be Without You,Mary J. Blige,1,RnB / Hip Hop,gotta,7,Be Without You - Mary J. Blige,0.05737704918032787,1.7057690213725325,0.09787199302957154
Beautiful Crazy,Luke Combs,0,Rock / Country,beautiful,7,Beautiful Crazy - Luke Combs,0.09090909090909091,3.361192047048456,0.3055629133680415
"Bills, Bills, Bills",Destiny's Child,1,RnB / Hip Hop,found,7,"Bills, Bills, Bills - Destiny's Child",0.03804347826086957,2.505525936990736,0.09531892151595192
Birthday Sex,Jeremih,1,RnB / Hip Hop,feels,7,Birthday Sex - Jeremih,0.04093567251461988,2.793208009442517,0.11434184833975215
Black Beatles,Rae Sremmurd,1,RnB / Hip Hop,haters,7,Black Beatles - Rae Sremmurd,0.023809523809523808,4.248495242049359,0.10115464862022283
Boom Boom Pow,The Black Eyed Peas,1,RnB / Hip Hop,yup,7,Boom Boom Pow - The Black Eyed Peas,0.02456140350877193,4.584967478670572,0.11261323631822458
Breaking the Habit,Linkin Park,0,Rock / Country,breaking,7,Breaking the Habit - Linkin Park,0.109375,3.5553480614894135,0.3888661942254046
Breaking the Habit,Linkin Park,0,Rock / Country,habit,7,Breaking the Habit - Linkin Park,0.109375,5.095793102436563,0.5573523705789991
Broken Halos,Chris Stapleton,0,Rock / Country,shine,7,Broken Halos - Chris Stapleton,0.13725490196078433,3.421816668864891,0.46966111141282824
By the Way,Red Hot Chili Peppers,0,Rock / Country,guess,7,By the Way - Red Hot Chili Peppers,0.050359712230215826,2.8622008809294686,0.14413961270867828
