song,artist,hip_hop_rnb,genre,word,n,song_artist,tf,idf,tf_idf
All I Do Is Think of You,Troop,1,RnB / Hip Hop,gonna,1,All I Do Is Think of You - Troop,0.008264462809917356,1.3040562628829184,0.01077732448663569
All I Do Is Think of You,Troop,1,RnB / Hip Hop,heart's,1,All I Do Is Think of You - Troop,0.008264462809917356,4.114963849424837,0.03400796569772593
All I Do Is Think of You,Troop,1,RnB / Hip Hop,heeeeeeeeey,1,All I Do Is Think of You - Troop,0.008264462809917356,6.194405391104672,0.05119343298433613
All I Do Is Think of You,Troop,1,RnB / Hip Hop,heeeeeeeey,1,All I Do Is Think of You - Troop,0.008264462809917356,6.194405391104672,0.05119343298433613
All I Do Is Think of You,Troop,1,RnB / Hip Hop,heeeeeey,1,All I Do Is Think of You - Troop,0.008264462809917356,6.194405391104672,0.05119343298433613
All I Do Is Think of You,Troop,1,RnB / Hip Hop,home,1,All I Do Is Think of You - Troop,0.008264462809917356,2.0047506490782467,0.01656818718246485
All I Do Is Think of You,Troop,1,RnB / Hip Hop,hoooooooooo,1,All I Do Is Think of You - Troop,0.008264462809917356,6.194405391104672,0.05119343298433613
All I Do Is Think of You,Troop,1,RnB / Hip Hop,oooooooh,1,All I Do Is Think of You - Troop,0.008264462809917356,6.194405391104672,0.05119343298433613
All I Do Is Think of You,Troop,1,RnB / Hip Hop,ooooooooooh,1,All I Do Is Think of You - Troop,0.008264462809917356,6.194405391104672,0.05119343298433613
All I Do Is Think of You,Troop,1,RnB / Hip Hop,oooooooooooh,1,All I Do Is Think of You - Troop,0.008264462809917356,6.194405391104672,0.05119343298433613
All I Do Is Think of You,Troop,1,RnB / Hip Hop,ooooooooooooh,1,All I Do Is Think of You - Troop,0.008264462809917356,6.194405391104672,0.05119343298433613
All I Do Is Think of You,Troop,1,RnB / Hip Hop,pass,1,All I Do Is Think of You - Troop,0.008264462809917356,3.1986731175506815,0.026435315021080014
All I Do Is Think of You,Troop,1,RnB / Hip Hop,ring,1,All I Do Is Think of You - Troop,0.008264462809917356,3.4863551900024623,0.028812852809937707
All I Do Is Think of You,Troop,1,RnB / Hip Hop,school,1,All I Do Is Think of You - Troop,0.008264462809917356,3.7965101183063017,0.03137611668021737
All I Do Is Think of You,Troop,1,RnB / Hip Hop,sing,1,All I Do Is Think of You - Troop,0.008264462809917356,2.793208009442517,0.023084363714400966
All I Do Is Think of You,Troop,1,RnB / Hip Hop,somethings,1,All I Do Is Think of You - Troop,0.008264462809917356,6.194405391104672,0.05119343298433613
All I Do Is Think of You,Troop,1,RnB / Hip Hop,spoken,1,All I Do Is Think of You - Troop,0.008264462809917356,5.095793102436563,0.042113992582120355
All I Do Is Think of You,Troop,1,RnB / Hip Hop,stay,1,All I Do Is Think of You - Troop,0.008264462809917356,1.8903402979005026,0.015622647090086799
All I Do Is Think of You,Troop,1,RnB / Hip Hop,woooooaaaah,1,All I Do Is Think of You - Troop,0.008264462809917356,6.194405391104672,0.05119343298433613
All I Do Is Think of You,Troop,1,RnB / Hip Hop,worried,1,All I Do Is Think of You - Troop,0.008264462809917356,5.095793102436563,0.042113992582120355
All of Me,John Legend,1,RnB / Hip Hop,alright,1,All of Me - John Legend,0.012987012987012988,2.728669488304946,0.03543726608188241
All of Me,John Legend,1,RnB / Hip Hop,beating,1,All of Me - John Legend,0.012987012987012988,4.402645921876617,0.0571772197646314
All of Me,John Legend,1,RnB / Hip Hop,blues,1,All of Me - John Legend,0.012987012987012988,4.808111029984782,0.06244300038941276
All of Me,John Legend,1,RnB / Hip Hop,cards,1,All of Me - John Legend,0.012987012987012988,4.114963849424837,0.05344108895356931
All of Me,John Legend,1,RnB / Hip Hop,crying,1,All of Me - John Legend,0.012987012987012988,3.7965101183063017,0.049305326211770154
All of Me,John Legend,1,RnB / Hip Hop,distraction,1,All of Me - John Legend,0.012987012987012988,6.194405391104672,0.08044682326109964
All of Me,John Legend,1,RnB / Hip Hop,dizzy,1,All of Me - John Legend,0.012987012987012988,5.501258210544727,0.07144491182525621
All of Me,John Legend,1,RnB / Hip Hop,downfall,1,All of Me - John Legend,0.012987012987012988,5.501258210544727,0.07144491182525621
All of Me,John Legend,1,RnB / Hip Hop,drawing,1,All of Me - John Legend,0.012987012987012988,6.194405391104672,0.08044682326109964
All of Me,John Legend,1,RnB / Hip Hop,goin,1,All of Me - John Legend,0.012987012987012988,3.421816668864891,0.044439177517725865
All of Me,John Legend,1,RnB / Hip Hop,hard,1,All of Me - John Legend,0.012987012987012988,2.151354123270122,0.027939663938573014
All of Me,John Legend,1,RnB / Hip Hop,hearts,1,All of Me - John Legend,0.012987012987012988,3.8918202981106265,0.050543120754683465
All of Me,John Legend,1,RnB / Hip Hop,hit,1,All of Me - John Legend,0.012987012987012988,2.3657639946155773,0.030724207722280225
All of Me,John Legend,1,RnB / Hip Hop,kicking,1,All of Me - John Legend,0.012987012987012988,4.584967478670572,0.05954503219052692
All of Me,John Legend,1,RnB / Hip Hop,kidding,1,All of Me - John Legend,0.012987012987012988,4.808111029984782,0.06244300038941276
All of Me,John Legend,1,RnB / Hip Hop,magical,1,All of Me - John Legend,0.012987012987012988,6.194405391104672,0.08044682326109964
All of Me,John Legend,1,RnB / Hip Hop,mood,1,All of Me - John Legend,0.012987012987012988,4.114963849424837,0.05344108895356931
All of Me,John Legend,1,RnB / Hip Hop,mouth,1,All of Me - John Legend,0.012987012987012988,3.5553480614894135,0.046173351447914464
All of Me,John Legend,1,RnB / Hip Hop,muse,1,All of Me - John Legend,0.012987012987012988,5.501258210544727,0.07144491182525621
All of Me,John Legend,1,RnB / Hip Hop,mystery,1,All of Me - John Legend,0.012987012987012988,4.584967478670572,0.05954503219052692
All of Me,John Legend,1,RnB / Hip Hop,pin,1,All of Me - John Legend,0.012987012987012988,6.194405391104672,0.08044682326109964
All of Me,John Legend,1,RnB / Hip Hop,rhythm,1,All of Me - John Legend,0.012987012987012988,4.402645921876617,0.0571772197646314
All of Me,John Legend,1,RnB / Hip Hop,ride,1,All of Me - John Legend,0.012987012987012988,2.697897829638192,0.03503763415114536
All of Me,John Legend,1,RnB / Hip Hop,ringing,1,All of Me - John Legend,0.012987012987012988,5.095793102436563,0.06617913120047485
All of Me,John Legend,1,RnB / Hip Hop,risking,1,All of Me - John Legend,0.012987012987012988,6.194405391104672,0.08044682326109964
All of Me,John Legend,1,RnB / Hip Hop,singing,1,All of Me - John Legend,0.012987012987012988,3.709498741316672,0.04817530832878795
All of Me,John Legend,1,RnB / Hip Hop,smart,1,All of Me - John Legend,0.012987012987012988,5.501258210544727,0.07144491182525621
All of Me,John Legend,1,RnB / Hip Hop,spinning,1,All of Me - John Legend,0.012987012987012988,4.808111029984782,0.06244300038941276
All of Me,John Legend,1,RnB / Hip Hop,stop,1,All of Me - John Legend,0.012987012987012988,2.083531526931361,0.027058850999108586
All of Me,John Legend,1,RnB / Hip Hop,table,1,All of Me - John Legend,0.012987012987012988,3.997180813768453,0.05191143913985004
All of Me,John Legend,1,RnB / Hip Hop,times,1,All of Me - John Legend,0.012987012987012988,2.530843744975026,0.03286810058409125
All of Me,John Legend,1,RnB / Hip Hop,world,1,All of Me - John Legend,0.012987012987012988,1.5500144919632997,0.020130058337185713
All of Me,John Legend,1,RnB / Hip Hop,worst,1,All of Me - John Legend,0.012987012987012988,4.402645921876617,0.0571772197646314
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,close,1,All the Man That I Need - Whitney Houston,0.021739130434782608,2.3657639946155773,0.05142965205686038
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,cry,1,All the Man That I Need - Whitney Houston,0.021739130434782608,2.6108864526485625,0.05675840114453397
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,evening,1,All the Man That I Need - Whitney Houston,0.021739130434782608,4.584967478670572,0.09967320605805592
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,eyes,1,All the Man That I Need - Whitney Houston,0.021739130434782608,1.6196944126012895,0.035210748100028035
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,holds,1,All the Man That I Need - Whitney Houston,0.021739130434782608,5.095793102436563,0.11077811092253396
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,hurt,1,All the Man That I Need - Whitney Houston,0.021739130434782608,2.583487478460448,0.056162771270879305
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,kiss,1,All the Man That I Need - Whitney Houston,0.021739130434782608,2.505525936990736,0.05446795515197252
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,moon,1,All the Man That I Need - Whitney Houston,0.021739130434782608,3.709498741316672,0.08064127698514505
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,morning,1,All the Man That I Need - Whitney Houston,0.021739130434782608,3.1033629377463563,0.06746441169013818
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,night,1,All the Man That I Need - Whitney Houston,0.021739130434782608,1.4848751897923382,0.03227989543026822
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,rocks,1,All the Man That I Need - Whitney Houston,0.021739130434782608,4.808111029984782,0.10452415282575613
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,sleep,1,All the Man That I Need - Whitney Houston,0.021739130434782608,2.6108864526485625,0.05675840114453397
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,slow,1,All the Man That I Need - Whitney Houston,0.021739130434782608,2.760418186619526,0.060009091013467956
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,takes,1,All the Man That I Need - Whitney Houston,0.021739130434782608,3.3040336332085074,0.07182681811322841
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,woo,1,All the Man That I Need - Whitney Houston,0.021739130434782608,2.697897829638192,0.058649952818221565
All the Man That I Need,Whitney Houston,1,RnB / Hip Hop,yeah,1,All the Man That I Need - Whitney Houston,0.021739130434782608,0.5886033248086749,0.012795724452362498
All Woman,Lisa Stansfield,1,RnB / Hip Hop,attention,1,All Woman - Lisa Stansfield,0.012345679012345678,3.997180813768453,0.049347911281092005
All Woman,Lisa Stansfield,1,RnB / Hip Hop,babe,1,All Woman - Lisa Stansfield,0.012345679012345678,2.530843744975026,0.031244984505864517
All Woman,Lisa Stansfield,1,RnB / Hip Hop,day,1,All Woman - Lisa Stansfield,0.012345679012345678,1.5030575088755287,0.01855626554167319
All Woman,Lisa Stansfield,1,RnB / Hip Hop,door,1,All Woman - Lisa Stansfield,0.012345679012345678,2.793208009442517,0.03448404949929033
All Woman,Lisa Stansfield,1,RnB / Hip Hop,dowdy,1,All Woman - Lisa Stansfield,0.012345679012345678,6.194405391104672,0.07647414063092187
All Woman,Lisa Stansfield,1,RnB / Hip Hop,dress,1,All Woman - Lisa Stansfield,0.012345679012345678,3.5553480614894135,0.043893185944313746
All Woman,Lisa Stansfield,1,RnB / Hip Hop,flow,1,All Woman - Lisa Stansfield,0.012345679012345678,3.361192047048456,0.041496198111709334
All Woman,Lisa Stansfield,1,RnB / Hip Hop,hangs,1,All Woman - Lisa Stansfield,0.012345679012345678,5.501258210544727,0.06791676803141639
All Woman,Lisa Stansfield,1,RnB / Hip Hop,hard,1,All Woman - Lisa Stansfield,0.012345679012345678,2.151354123270122,0.026559927447779283
All Woman,Lisa Stansfield,1,RnB / Hip Hop,haze,1,All Woman - Lisa Stansfield,0.012345679012345678,6.194405391104672,0.07647414063092187
All Woman,Lisa Stansfield,1,RnB / Hip Hop,head,1,All Woman - Lisa Stansfield,0.012345679012345678,2.205421344540398,0.027227424006671577
All Woman,Lisa Stansfield,1,RnB / Hip Hop,holding,1,All Woman - Lisa Stansfield,0.012345679012345678,2.975529566236472,0.03673493291649965
All Woman,Lisa Stansfield,1,RnB / Hip Hop,holds,1,All Woman - Lisa Stansfield,0.012345679012345678,5.095793102436563,0.06291102595600695
All Woman,Lisa Stansfield,1,RnB / Hip Hop,home,1,All Woman - Lisa Stansfield,0.012345679012345678,2.0047506490782467,0.024750008013311686
All Woman,Lisa Stansfield,1,RnB / Hip Hop,impressed,1,All Woman - Lisa Stansfield,0.012345679012345678,5.095793102436563,0.06291102595600695
All Woman,Lisa Stansfield,1,RnB / Hip Hop,paid,1,All Woman - Lisa Stansfield,0.012345679012345678,3.5553480614894135,0.043893185944313746
All Woman,Lisa Stansfield,1,RnB / Hip Hop,pain,1,All Woman - Lisa Stansfield,0.012345679012345678,2.323204380196781,0.02868153555798495
All Woman,Lisa Stansfield,1,RnB / Hip Hop,pay,1,All Woman - Lisa Stansfield,0.012345679012345678,3.0163515607567266,0.03723890815749045
All Woman,Lisa Stansfield,1,RnB / Hip Hop,remembers,1,All Woman - Lisa Stansfield,0.012345679012345678,6.194405391104672,0.07647414063092187
All Woman,Lisa Stansfield,1,RnB / Hip Hop,respond,1,All Woman - Lisa Stansfield,0.012345679012345678,6.194405391104672,0.07647414063092187
All Woman,Lisa Stansfield,1,RnB / Hip Hop,shame,1,All Woman - Lisa Stansfield,0.012345679012345678,3.5553480614894135,0.043893185944313746
All Woman,Lisa Stansfield,1,RnB / Hip Hop,share,1,All Woman - Lisa Stansfield,0.012345679012345678,2.8985685251003432,0.035784796606177074
All Woman,Lisa Stansfield,1,RnB / Hip Hop,smiles,1,All Woman - Lisa Stansfield,0.012345679012345678,4.808111029984782,0.059359395431910884
All Woman,Lisa Stansfield,1,RnB / Hip Hop,stands,1,All Woman - Lisa Stansfield,0.012345679012345678,5.501258210544727,0.06791676803141639
All Woman,Lisa Stansfield,1,RnB / Hip Hop,vanished,1,All Woman - Lisa Stansfield,0.012345679012345678,6.194405391104672,0.07647414063092187
All Woman,Lisa Stansfield,1,RnB / Hip Hop,walks,1,All Woman - Lisa Stansfield,0.012345679012345678,5.095793102436563,0.06291102595600695
All Woman,Lisa Stansfield,1,RnB / Hip Hop,warm,1,All Woman - Lisa Stansfield,0.012345679012345678,3.5553480614894135,0.043893185944313746
All Woman,Lisa Stansfield,1,RnB / Hip Hop,wrapped,1,All Woman - Lisa Stansfield,0.012345679012345678,3.997180813768453,0.049347911281092005
Alone with You,Tevin Campbell,1,RnB / Hip Hop,1,1,Alone with You - Tevin Campbell,0.0078125,4.402645921876617,0.034395671264661073
Alone with You,Tevin Campbell,1,RnB / Hip Hop,2,1,Alone with You - Tevin Campbell,0.0078125,4.584967478670572,0.035820058427113846
Alone with You,Tevin Campbell,1,RnB / Hip Hop,aaah,1,Alone with You - Tevin Campbell,0.0078125,6.194405391104672,0.04839379211800525
Alone with You,Tevin Campbell,1,RnB / Hip Hop,call,1,Alone with You - Tevin Campbell,0.0078125,1.931725514063357,0.015091605578619976
Alone with You,Tevin Campbell,1,RnB / Hip Hop,dark,1,Alone with You - Tevin Campbell,0.0078125,2.9363088530831902,0.022939912914712424
Alone with You,Tevin Campbell,1,RnB / Hip Hop,day,1,Alone with You - Tevin Campbell,0.0078125,1.5030575088755287,0.011742636788090068
Alone with You,Tevin Campbell,1,RnB / Hip Hop,friend,1,Alone with You - Tevin Campbell,0.0078125,2.5568192313782867,0.019975150245142865
Alone with You,Tevin Campbell,1,RnB / Hip Hop,guess,1,Alone with You - Tevin Campbell,0.0078125,2.8622008809294686,0.022360944382261473
Alone with You,Tevin Campbell,1,RnB / Hip Hop,hands,1,Alone with You - Tevin Campbell,0.0078125,2.583487478460448,0.02018349592547225
Alone with You,Tevin Campbell,1,RnB / Hip Hop,holding,1,Alone with You - Tevin Campbell,0.0078125,2.975529566236472,0.023246324736222436
Alone with You,Tevin Campbell,1,RnB / Hip Hop,home,1,Alone with You - Tevin Campbell,0.0078125,2.0047506490782467,0.015662114445923803
Alone with You,Tevin Campbell,1,RnB / Hip Hop,hurry,1,Alone with You - Tevin Campbell,0.0078125,4.248495242049359,0.03319136907851062
Alone with You,Tevin Campbell,1,RnB / Hip Hop,ill,1,Alone with You - Tevin Campbell,0.0078125,4.584967478670572,0.035820058427113846
Alone with You,Tevin Campbell,1,RnB / Hip Hop,impress,1,Alone with You - Tevin Campbell,0.0078125,6.194405391104672,0.04839379211800525
Alone with You,Tevin Campbell,1,RnB / Hip Hop,intro,1,Alone with You - Tevin Campbell,0.0078125,6.194405391104672,0.04839379211800525
Alone with You,Tevin Campbell,1,RnB / Hip Hop,love,1,Alone with You - Tevin Campbell,0.0078125,0.6729444732424258,0.0052573786972064515
Alone with You,Tevin Campbell,1,RnB / Hip Hop,lyin,1,Alone with You - Tevin Campbell,0.0078125,4.808111029984782,0.03756336742175611
Alone with You,Tevin Campbell,1,RnB / Hip Hop,night,1,Alone with You - Tevin Campbell,0.0078125,1.4848751897923382,0.011600587420252642
Alone with You,Tevin Campbell,1,RnB / Hip Hop,oohh,1,Alone with You - Tevin Campbell,0.0078125,4.808111029984782,0.03756336742175611
Alone with You,Tevin Campbell,1,RnB / Hip Hop,oooooh,1,Alone with You - Tevin Campbell,0.0078125,5.501258210544727,0.04297857976988068
Alone with You,Tevin Campbell,1,RnB / Hip Hop,park,1,Alone with You - Tevin Campbell,0.0078125,4.114963849424837,0.032148155073631536
Alone with You,Tevin Campbell,1,RnB / Hip Hop,phone,1,Alone with You - Tevin Campbell,0.0078125,2.760418186619526,0.021565767082965048
Alone with You,Tevin Campbell,1,RnB / Hip Hop,pretty,1,Alone with You - Tevin Campbell,0.0078125,3.1986731175506815,0.0249896337308647
Alone with You,Tevin Campbell,1,RnB / Hip Hop,real,1,Alone with You - Tevin Campbell,0.0078125,1.917739272088617,0.01498233806319232
Alone with You,Tevin Campbell,1,RnB / Hip Hop,school,1,Alone with You - Tevin Campbell,0.0078125,3.7965101183063017,0.029660235299267982
Alone with You,Tevin Campbell,1,RnB / Hip Hop,spend,1,Alone with You - Tevin Campbell,0.0078125,3.4863551900024623,0.027237149921894237
Alone with You,Tevin Campbell,1,RnB / Hip Hop,sun,1,Alone with You - Tevin Campbell,0.0078125,2.668044866488511,0.02084410051944149
Alone with You,Tevin Campbell,1,RnB / Hip Hop,tevin,1,Alone with You - Tevin Campbell,0.0078125,6.194405391104672,0.04839379211800525
Alone with You,Tevin Campbell,1,RnB / Hip Hop,time,1,Alone with You - Tevin Campbell,0.0078125,0.8145080375642129,0.006363344043470413
Alone with You,Tevin Campbell,1,RnB / Hip Hop,tone,1,Alone with You - Tevin Campbell,0.0078125,5.501258210544727,0.04297857976988068
Alone with You,Tevin Campbell,1,RnB / Hip Hop,waited,1,Alone with You - Tevin Campbell,0.0078125,5.095793102436563,0.03981088361278565
Alone with You,Tevin Campbell,1,RnB / Hip Hop,your's,1,Alone with You - Tevin Campbell,0.0078125,6.194405391104672,0.04839379211800525
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,beg,1,Always Be My Baby - Mariah Carey,0.007352941176470588,4.248495242049359,0.031238935603304114
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,bit,1,Always Be My Baby - Mariah Carey,0.007352941176470588,3.2499664119382317,0.023896811852486998
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,colder,1,Always Be My Baby - Mariah Carey,0.007352941176470588,4.808111029984782,0.035353757573417514
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,cry,1,Always Be My Baby - Mariah Carey,0.007352941176470588,2.6108864526485625,0.019197694504768843
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,days,1,Always Be My Baby - Mariah Carey,0.007352941176470588,2.668044866488511,0.019617976959474343
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,determined,1,Always Be My Baby - Mariah Carey,0.007352941176470588,6.194405391104672,0.04554709846400494
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,die,1,Always Be My Baby - Mariah Carey,0.007352941176470588,2.3657639946155773,0.01739532348982042
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,everlasting,1,Always Be My Baby - Mariah Carey,0.007352941176470588,5.095793102436563,0.037469066929680606
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,fly,1,Always Be My Baby - Mariah Carey,0.007352941176470588,2.697897829638192,0.019837484041457295
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,free,1,Always Be My Baby - Mariah Carey,0.007352941176470588,2.760418186619526,0.020297192548672984
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,inevitably,1,Always Be My Baby - Mariah Carey,0.007352941176470588,6.194405391104672,0.04554709846400494
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,leave,1,Always Be My Baby - Mariah Carey,0.007352941176470588,1.917739272088617,0.014101024059475125
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,matter,1,Always Be My Baby - Mariah Carey,0.007352941176470588,2.668044866488511,0.019617976959474343
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,mine,1,Always Be My Baby - Mariah Carey,0.007352941176470588,2.4102157571864113,0.0177221746851942
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,moment,1,Always Be My Baby - Mariah Carey,0.007352941176470588,3.421816668864891,0.025160416682830082
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,nights,1,Always Be My Baby - Mariah Carey,0.007352941176470588,3.421816668864891,0.025160416682830082
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,stand,1,Always Be My Baby - Mariah Carey,0.007352941176470588,2.583487478460448,0.018996231459268
Always Be My Baby,Mariah Carey,1,RnB / Hip Hop,stay,1,Always Be My Baby - Mariah Carey,0.007352941176470588,1.8903402979005026,0.013899561013974283
Amen,Halestorm,0,Rock / Country,afraid,1,Amen - Halestorm,0.008403361344537815,2.8985685251003432,0.02435771869832221
Amen,Halestorm,0,Rock / Country,ashamed,1,Amen - Halestorm,0.008403361344537815,4.402645921876617,0.03699702455358502
Amen,Halestorm,0,Rock / Country,beating,1,Amen - Halestorm,0.008403361344537815,4.402645921876617,0.03699702455358502
Amen,Halestorm,0,Rock / Country,believing,1,Amen - Halestorm,0.008403361344537815,4.808111029984782,0.040404294369620015
Amen,Halestorm,0,Rock / Country,blind,1,Amen - Halestorm,0.008403361344537815,3.1033629377463563,0.026078680149129042
Amen,Halestorm,0,Rock / Country,break,1,Amen - Halestorm,0.008403361344537815,2.151354123270122,0.018078606077900183
Amen,Halestorm,0,Rock / Country,breathing,1,Amen - Halestorm,0.008403361344537815,4.584967478670572,0.038529138476223294
Amen,Halestorm,0,Rock / Country,burn,1,Amen - Halestorm,0.008403361344537815,3.2499664119382317,0.027310642117127994
Amen,Halestorm,0,Rock / Country,call,1,Amen - Halestorm,0.008403361344537815,1.931725514063357,0.016232987513137453
Amen,Halestorm,0,Rock / Country,change,1,Amen - Halestorm,0.008403361344537815,2.2823823856765264,0.01917968391324812
Amen,Halestorm,0,Rock / Country,day,1,Amen - Halestorm,0.008403361344537815,1.5030575088755287,0.012630735368701922
Amen,Halestorm,0,Rock / Country,em,1,Amen - Halestorm,0.008403361344537815,2.2625797583803466,0.019013275280507114
Amen,Halestorm,0,Rock / Country,eye,1,Amen - Halestorm,0.008403361344537815,3.3040336332085074,0.027764988514357204
Amen,Halestorm,0,Rock / Country,fade,1,Amen - Halestorm,0.008403361344537815,3.4863551900024623,0.02929710243699548
Amen,Halestorm,0,Rock / Country,faith,1,Amen - Halestorm,0.008403361344537815,3.6294560336431356,0.030499630534816264
Amen,Halestorm,0,Rock / Country,fall,1,Amen - Halestorm,0.008403361344537815,2.2241134775525504,0.018690029223130674
Amen,Halestorm,0,Rock / Country,fate,1,Amen - Halestorm,0.008403361344537815,4.402645921876617,0.03699702455358502
Amen,Halestorm,0,Rock / Country,fire's,1,Amen - Halestorm,0.008403361344537815,5.095793102436563,0.042821790776777835
Amen,Halestorm,0,Rock / Country,freezing,1,Amen - Halestorm,0.008403361344537815,6.194405391104672,0.05205382681600564
Amen,Halestorm,0,Rock / Country,harder,1,Amen - Halestorm,0.008403361344537815,3.8918202981106265,0.032704372253030474
Amen,Halestorm,0,Rock / Country,hate,1,Amen - Halestorm,0.008403361344537815,3.0589111751755227,0.025705135925844728
Amen,Halestorm,0,Rock / Country,hear,1,Amen - Halestorm,0.008403361344537815,1.9748976859285656,0.01659577887334929
Amen,Halestorm,0,Rock / Country,hell,1,Amen - Halestorm,0.008403361344537815,2.728669488304946,0.02292999570004156
Amen,Halestorm,0,Rock / Country,hope,1,Amen - Halestorm,0.008403361344537815,2.4102157571864113,0.02025391392593623
Amen,Halestorm,0,Rock / Country,justify,1,Amen - Halestorm,0.008403361344537815,4.248495242049359,0.035701640689490416
Amen,Halestorm,0,Rock / Country,kill,1,Amen - Halestorm,0.008403361344537815,3.8918202981106265,0.032704372253030474
Amen,Halestorm,0,Rock / Country,lie,1,Amen - Halestorm,0.008403361344537815,2.793208009442517,0.023472336213802663
Amen,Halestorm,0,Rock / Country,meaning,1,Amen - Halestorm,0.008403361344537815,4.808111029984782,0.040404294369620015
Amen,Halestorm,0,Rock / Country,rain,1,Amen - Halestorm,0.008403361344537815,2.760418186619526,0.023196791484197697
Amen,Halestorm,0,Rock / Country,reason,1,Amen - Halestorm,0.008403361344537815,2.8622008809294686,0.02405210824310478
Amen,Halestorm,0,Rock / Country,someone's,1,Amen - Halestorm,0.008403361344537815,5.095793102436563,0.042821790776777835
Amen,Halestorm,0,Rock / Country,truth,1,Amen - Halestorm,0.008403361344537815,2.975529566236472,0.02500445013644094
Amen,Halestorm,0,Rock / Country,world,1,Amen - Halestorm,0.008403361344537815,1.5500144919632997,0.013025331865237811
Angels Fall,Breaking Benjamin,0,Rock / Country,begin,1,Angels Fall - Breaking Benjamin,0.015625,3.5553480614894135,0.055552313460772086
Angels Fall,Breaking Benjamin,0,Rock / Country,begins,1,Angels Fall - Breaking Benjamin,0.015625,4.808111029984782,0.07512673484351222
Angels Fall,Breaking Benjamin,0,Rock / Country,beneath,1,Angels Fall - Breaking Benjamin,0.015625,4.402645921876617,0.06879134252932215
Angels Fall,Breaking Benjamin,0,Rock / Country,caught,1,Angels Fall - Breaking Benjamin,0.015625,3.421816668864891,0.053465885451013925
Angels Fall,Breaking Benjamin,0,Rock / Country,chase,1,Angels Fall - Breaking Benjamin,0.015625,3.997180813768453,0.062455950215132075
Angels Fall,Breaking Benjamin,0,Rock / Country,dark,1,Angels Fall - Breaking Benjamin,0.015625,2.9363088530831902,0.04587982582942485
Angels Fall,Breaking Benjamin,0,Rock / Country,divided,1,Angels Fall - Breaking Benjamin,0.015625,6.194405391104672,0.0967875842360105
Angels Fall,Breaking Benjamin,0,Rock / Country,fought,1,Angels Fall - Breaking Benjamin,0.015625,5.095793102436563,0.0796217672255713
Angels Fall,Breaking Benjamin,0,Rock / Country,goodbye,1,Angels Fall - Breaking Benjamin,0.015625,3.1498829533812494,0.04921692114658202
Angels Fall,Breaking Benjamin,0,Rock / Country,gray,1,Angels Fall - Breaking Benjamin,0.015625,4.808111029984782,0.07512673484351222
Angels Fall,Breaking Benjamin,0,Rock / Country,leave,1,Angels Fall - Breaking Benjamin,0.015625,1.917739272088617,0.02996467612638464
Angels Fall,Breaking Benjamin,0,Rock / Country,led,1,Angels Fall - Breaking Benjamin,0.015625,4.584967478670572,0.07164011685422769
Angels Fall,Breaking Benjamin,0,Rock / Country,left,1,Angels Fall - Breaking Benjamin,0.015625,2.2823823856765264,0.035662224776195725
Angels Fall,Breaking Benjamin,0,Rock / Country,light,1,Angels Fall - Breaking Benjamin,0.015625,2.151354123270122,0.03361490817609566
Angels Fall,Breaking Benjamin,0,Rock / Country,path,1,Angels Fall - Breaking Benjamin,0.015625,3.997180813768453,0.062455950215132075
Angels Fall,Breaking Benjamin,0,Rock / Country,ready,1,Angels Fall - Breaking Benjamin,0.015625,2.3877429013343527,0.03730848283334926
Angels Fall,Breaking Benjamin,0,Rock / Country,remains,1,Angels Fall - Breaking Benjamin,0.015625,4.584967478670572,0.07164011685422769
Angels Fall,Breaking Benjamin,0,Rock / Country,remember,1,Angels Fall - Breaking Benjamin,0.015625,2.43320527541111,0.03801883242829859
